Asset Name,Modem Id,Date(GMT),GPS LATITUDE (DEGREES),GPS LONGITUDE (DEGREES),FORMAT ID,YEAR,MONTH,DAY (day),HOUR (hr),MINUTE (min),Sea Surface Temperature (ﾰC),Battery Voltage (V),Time Since Last GPS fix (min),GPS reported Signal to Noise ratio (dB),Time to First fix (s),Iridium Transmission Duration (s),Hex Data
BUOY_1,300234010035940,2014-02-15 06:00:00,67.381,-63.1632,40,2014,2,15,6,0,-17.6,10.2,0,48,32,30,281c47980ffed47ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-15 05:00:00,67.381,-63.1632,40,2014,2,15,5,0,-17.6,10.2,0,48,12,30,281c47940ffed47ffff687bfc003007651d3f01b3f
BUOY_1,300234010035940,2014-02-15 04:00:00,67.381,-63.1634,40,2014,2,15,4,0,-17.6,10.2,0,48,8,30,281c47900ffed47ffff687bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-15 03:00:00,67.381,-63.1632,40,2014,2,15,3,0,-17.6,10.2,0,48,6,30,281c478c0ffed47ffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-15 02:00:00,67.381,-63.1632,40,2014,2,15,2,0,-17.6,10.2,0,48,30,30,281c47880ffed47ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-15 01:00:00,67.381,-63.1632,40,2014,2,15,1,0,-17.7,10.2,0,48,8,30,281c47840ffed3fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-15 00:00:00,67.381,-63.1632,40,2014,2,15,0,0,-17.7,10.2,0,48,8,30,281c47800ffed3fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-14 23:00:00,67.381,-63.1632,40,2014,2,14,23,0,-17.7,10.2,0,48,32,30,281c475c0ffed3fffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-14 22:00:00,67.381,-63.1632,40,2014,2,14,22,0,-17.7,10.2,0,48,6,30,281c47580ffed3fffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-14 21:00:00,67.381,-63.1632,40,2014,2,14,21,0,-17.7,10,0,48,6,30,281c47540ffed3fffff647bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-14 20:00:00,67.381,-63.1632,40,2014,2,14,20,0,-17.7,10,0,48,30,30,281c47500ffed3fffff647bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-14 19:00:00,67.3808,-63.163,40,2014,2,14,19,0,-17.7,10,0,48,10,30,281c474c0ffed3fffff647bfc003007611d3f2173f
BUOY_1,300234010035940,2014-02-14 18:00:00,67.381,-63.1632,40,2014,2,14,18,0,-17.7,10,0,48,8,30,281c47480ffed3fffff647bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-14 17:00:00,67.381,-63.1632,40,2014,2,14,17,0,-17.8,10,0,48,32,30,281c47440ffed37ffff647bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-14 16:00:00,67.381,-63.1632,40,2014,2,14,16,0,-17.8,10,0,48,6,30,281c47400ffed37ffff647bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-14 15:00:00,67.381,-63.1632,40,2014,2,14,15,0,-17.8,10,0,48,6,30,281c473c0ffed37ffff647bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-14 14:00:00,67.381,-63.1632,40,2014,2,14,14,0,-17.8,10,0,48,30,30,281c47380ffed37ffff647bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-14 13:00:00,67.3808,-63.1634,40,2014,2,14,13,0,-17.8,10,0,48,8,30,281c47340ffed37ffff647bfc003007611d3ee133f
BUOY_1,300234010035940,2014-02-14 12:00:00,67.381,-63.1632,40,2014,2,14,12,0,-17.8,10,0,48,32,30,281c47300ffed37ffff647bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-14 11:00:00,67.3808,-63.1632,40,2014,2,14,11,0,-17.8,10,0,48,8,30,281c472c0ffed37ffff647bfc003007611d3f0133f
BUOY_1,300234010035940,2014-02-14 10:00:00,67.381,-63.1632,40,2014,2,14,10,0,-17.8,10,0,48,6,30,281c47280ffed37ffff647bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-14 09:00:00,67.381,-63.1632,40,2014,2,14,9,0,-17.8,10,0,48,30,30,281c47240ffed37ffff647bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-14 08:00:00,67.381,-63.1634,40,2014,2,14,8,0,-17.8,10,0,48,10,30,281c47200ffed37ffff647bfc003007651d3ee173f
BUOY_1,300234010035940,2014-02-14 07:00:00,67.381,-63.1632,40,2014,2,14,7,0,-17.8,10,0,48,8,30,281c471c0ffed37ffff647bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-14 06:00:00,67.3808,-63.1632,40,2014,2,14,6,0,-17.8,10,0,48,32,30,281c47180ffed37ffff647bfc003007611d3f0433f
BUOY_1,300234010035940,2014-02-14 05:00:00,67.381,-63.1634,40,2014,2,14,5,0,-17.8,10,0,48,12,30,281c47140ffed37ffff647bfc003007651d3ee1b3f
BUOY_1,300234010035940,2014-02-14 04:00:00,67.381,-63.1634,40,2014,2,14,4,0,-17.8,10,0,48,8,30,281c47100ffed37ffff647bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-14 03:00:00,67.381,-63.1634,40,2014,2,14,3,0,-17.8,10,0,48,6,30,281c470c0ffed37ffff647bfc003007651d3ee0f3f
BUOY_1,300234010035940,2014-02-14 02:00:00,67.381,-63.1632,40,2014,2,14,2,0,-17.8,10,0,48,30,30,281c47080ffed37ffff647bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-14 01:00:00,67.381,-63.1634,40,2014,2,14,1,0,-17.7,10,0,48,8,42,281c47040ffed3fffff64abfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-14 00:00:00,67.381,-63.1632,40,2014,2,14,0,0,-17.7,10,0,48,8,30,281c47000ffed3fffff647bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-13 23:00:00,67.381,-63.1632,40,2014,2,13,23,0,-17.7,10,0,48,32,30,281c46dc0ffed3fffff647bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-13 22:00:00,67.381,-63.1632,40,2014,2,13,22,0,-17.7,10,0,52,6,30,281c46d80ffed3fffff647bfc003007651d3f00f7f
BUOY_1,300234010035940,2014-02-13 21:00:00,67.381,-63.1632,40,2014,2,13,21,0,-17.7,10,0,48,30,30,281c46d40ffed3fffff647bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-13 20:00:00,67.381,-63.163,40,2014,2,13,20,0,-17.6,10,0,48,8,30,281c46d00ffed47ffff647bfc003007651d3f2133f
BUOY_1,300234010035940,2014-02-13 19:00:00,67.381,-63.1632,40,2014,2,13,19,0,-17.6,10,0,52,8,30,281c46cc0ffed47ffff647bfc003007651d3f0137f
BUOY_1,300234010035940,2014-02-13 18:00:00,67.381,-63.1632,40,2014,2,13,18,0,-17.6,10,0,48,32,68,281c46c80ffed47ffff6513fc003007651d3f0433f
BUOY_1,300234010035940,2014-02-13 17:00:00,67.381,-63.1632,40,2014,2,13,17,0,-17.6,10,0,48,8,30,281c46c40ffed47ffff647bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-13 16:00:00,67.381,-63.1632,40,2014,2,13,16,0,-17.6,10,0,48,6,30,281c46c00ffed47ffff647bfc003007651d3f00f3f
